code,name,hierarchy_level,hierarchy_level_name,parent_loc_code,lang_code,is_active,cr_by,cr_dtimes
"17031","17031",5,Postal Code,ZKNT15,eng,true,superadmin,now()
"17030","17030",5,Postal Code,ZKNT14,eng,true,superadmin,now()
"17029","17029",5,Postal Code,ZKNT13,eng,true,superadmin,now()
"17028","17028",5,Postal Code,ZKNT12,eng,true,superadmin,now()
"17027","17027",5,Postal Code,ZKNT12,eng,true,superadmin,now()
"17026","17026",5,Postal Code,ZKNT13,eng,true,superadmin,now()
"17025","17025",5,Postal Code,ZKNT13,eng,true,superadmin,now()
"17024","17024",5,Postal Code,ZKNT12,eng,true,superadmin,now()
"17023","17023",5,Postal Code,ZKNT11,eng,true,superadmin,now()
"17022","17022",5,Postal Code,ZKNT10,eng,true,superadmin,now()
"17006","17006",5,Postal Code,ZKNT6,eng,true,superadmin,now()
"17007","17007",5,Postal Code,ZKNT7,eng,true,superadmin,now()
"17008","17008",5,Postal Code,ZKNT6,eng,true,superadmin,now()
"17009","17009",5,Postal Code,ZKNT7,eng,true,superadmin,now()
"17010","17010",5,Postal Code,ZKNT6,eng,true,superadmin,now()
"17011","17011",5,Postal Code,ZKNT7,eng,true,superadmin,now()
"14022","14022",5,code postal,ZRBT13,fra,true,superadmin,now()
"14000","14000",5,code postal,ZRBT12,fra,true,superadmin,now()
"10106","10106",5,code postal,ZRBT5,fra,true,superadmin,now()
"17000","17000",5,code postal,ZKNT,fra,true,superadmin,now()
"17001","17001",5,code postal,ZKNT1,fra,true,superadmin,now()
"17002","17002",5,code postal,ZKNT2,fra,true,superadmin,now()
"17003","17003",5,code postal,ZKNT3,fra,true,superadmin,now()
"17004","17004",5,code postal,ZKNT4,fra,true,superadmin,now()
"17005","17005",5,code postal,ZKNT5,fra,true,superadmin,now()
"10105","10105",5,code postal,ZRBT4,fra,true,superadmin,now()
"17006","17006",5,code postal,ZKNT6,fra,true,superadmin,now()
"17007","17007",5,code postal,ZKNT7,fra,true,superadmin,now()
"17008","17008",5,code postal,ZKNT6,fra,true,superadmin,now()
"17009","17009",5,code postal,ZKNT7,fra,true,superadmin,now()
"17010","17010",5,code postal,ZKNT6,fra,true,superadmin,now()
"17011","17011",5,code postal,ZKNT7,fra,true,superadmin,now()
"17012","17012",5,code postal,ZKNT8,fra,true,superadmin,now()
"17013","17013",5,code postal,ZKNT9,fra,true,superadmin,now()
"17014","17014",5,code postal,ZKNT10,fra,true,superadmin,now()
"17015","17015",5,code postal,ZKNT11,fra,true,superadmin,now()
"17016","17016",5,code postal,ZKNT8,fra,true,superadmin,now()
"17017","17017",5,code postal,ZKNT9,fra,true,superadmin,now()
"17018","17018",5,code postal,ZKNT10,fra,true,superadmin,now()
"17019","17019",5,code postal,ZKNT11,fra,true,superadmin,now()
"17020","17020",5,code postal,ZKNT8,fra,true,superadmin,now()
"17023","17023",5,code postal,ZKNT11,fra,true,superadmin,now()
"17024","17024",5,code postal,ZKNT12,fra,true,superadmin,now()
"17025","17025",5,code postal,ZKNT13,fra,true,superadmin,now()
"17026","17026",5,code postal,ZKNT13,fra,true,superadmin,now()
"17027","17027",5,code postal,ZKNT12,fra,true,superadmin,now()
"17028","17028",5,code postal,ZKNT12,fra,true,superadmin,now()
"17029","17029",5,code postal,ZKNT13,fra,true,superadmin,now()
"17030","17030",5,code postal,ZKNT14,fra,true,superadmin,now()
"17031","17031",5,code postal,ZKNT15,fra,true,superadmin,now()
"17032","17032",5,code postal,ZKNT16,fra,true,superadmin,now()
"17033","17033",5,code postal,ZKNT17,fra,true,superadmin,now()
"17034","17034",5,code postal,ZKNT14,fra,true,superadmin,now()
"17035","17035",5,code postal,ZKNT15,fra,true,superadmin,now()
"17036","17036",5,code postal,ZKNT16,fra,true,superadmin,now()
"17037","17037",5,code postal,ZKNT17,fra,true,superadmin,now()
"17038","17038",5,code postal,ZKNT14,fra,true,superadmin,now()
"17039","17039",5,code postal,ZKNT15,fra,true,superadmin,now()
"17040","17040",5,code postal,ZKNT16,fra,true,superadmin,now()
"17041","17041",5,code postal,ZKNT17,fra,true,superadmin,now()
"14115","14115",5,code postal,ZRBT24,fra,true,superadmin,now()
"14114","14114",5,code postal,ZRBT23,fra,true,superadmin,now()
"14113","14113",5,code postal,ZRBT22,fra,true,superadmin,now()
"14112","14112",5,code postal,ZRBT21,fra,true,superadmin,now()
"14111","14110",5,code postal,ZRBT20,fra,true,superadmin,now()
"17022","17022",5,code postal,ZKNT10,fra,true,superadmin,now()
"17021","17021",5,code postal,ZKNT9,fra,true,superadmin,now()
"10190","10190",5,code postal,ZRBT11,fra,true,superadmin,now()
"10114","10114",5,code postal,ZRBT10,fra,true,superadmin,now()
"10113","10113",5,code postal,ZRBT9,fra,true,superadmin,now()
"10112","10112",5,code postal,ZRBT8,fra,true,superadmin,now()
"10111","10111",5,code postal,ZRBT7,fra,true,superadmin,now()
"10110","10110",5,code postal,ZRBT6,fra,true,superadmin,now()
"10104","10104",5,code postal,ZRBT3,fra,true,superadmin,now()
"10036","10036",5,code postal,ZRBT2,fra,true,superadmin,now()
"14110","14110",5,code postal,ZRBT19,fra,true,superadmin,now()
"14080","14080",5,code postal,ZRBT18,fra,true,superadmin,now()
"14053","14053",5,code postal,ZRBT17,fra,true,superadmin,now()
"14050","14050",5,code postal,ZRBT16,fra,true,superadmin,now()
"14025","14025",5,code postal,ZRBT15,fra,true,superadmin,now()
"14023","14023",5,code postal,ZRBT14,fra,true,superadmin,now()
COMKNT22,KENITRA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT5,SIDI TAIBI,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT6,HADDADA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT7,AMEUR SEFLIA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT8,OULED SLAMA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT9,MOGRANE,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT10,ARBAOUA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT11,OUED EL MAKHAZINE,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT12,KARIAT BEN AOUDA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT18,MOULAY BOUSSELHAM,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT23,SIDI MOHAMED BENMANSOUR,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT15,SOUK TLET EL GHARB,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT4,BENMANSOUR,66,جماعة,COMKTA,ara,true,superadmin,now()
COMRBT07,التواركة,66,جماعة,COMRBT,ara,true,superadmin,now()
COMKNT17,SIDI MOHAMED LAHMAR,66,جماعة,COMKTA,ara,true,superadmin,now()
COMRBT02,أكدال-الرياض,66,جماعة,COMRBT,ara,true,superadmin,now()
COMKNT21,SIDI BOUBKER EL HAJ,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT13,BENI MALEK,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT20,CHOUAFAA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT16,BAHHARA OULED AYAD,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT19,LALLA MIMOUNA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT14,SIDI ALLAL TAZI,66,جماعة,COMKTA,ara,true,superadmin,now()
COMRBT03,الرباط-حسان,66,جماعة,COMRBT,ara,true,superadmin,now()
COMRBT04,اليوسفية,66,جماعة,COMRBT,ara,true,superadmin,now()
COMRBT05,السويسي,66,جماعة,COMRBT,ara,true,superadmin,now()
COMRBT06,يعقوب المنصور,66,جماعة,COMRBT,ara,true,superadmin,now()
COMRBT01,الرباط,66,جماعة,COMRBT,ara,true,superadmin,now()
COMKNT1,SOUK EL ARBAA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT2,MEHDYA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT3,MNASRA,66,جماعة,COMKTA,ara,true,superadmin,now()
COMKNT13,BENI MALEK,66,commun,COMKTA,eng,true,superadmin,now()
COMRBT06,YACOUB EL MANSOUR,66,commun,COMRBT,eng,true,superadmin,now()
COMKNT14,SIDI ALLAL TAZI,66,commun,COMKTA,eng,true,superadmin,now()
COMRBT01,RABAT,66,commun,COMRBT,eng,true,superadmin,now()
COMKNT15,SOUK TLET EL GHARB,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT1,SOUK EL ARBAA,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT16,BAHHARA OULED AYAD,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT3,MNASRA,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT4,BENMANSOUR,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT5,SIDI TAIBI,66,commun,COMKTA,eng,true,superadmin,now()
COMRBT07,TOUARGA,66,commun,COMRBT,eng,true,superadmin,now()
COMKNT6,HADDADA,66,commun,COMKTA,eng,true,superadmin,now()
COMRBT02,AGDAL RIYAD,66,commun,COMRBT,eng,true,superadmin,now()
COMKNT7,AMEUR SEFLIA,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT8,OULED SLAMA,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT9,MOGRANE,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT10,ARBAOUA,66,commun,COMKTA,eng,true,superadmin,now()
COMRBT03,HASSAN,66,commun,COMRBT,eng,true,superadmin,now()
COMKNT11,OUED EL MAKHAZINE,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT12,KARIAT BEN AOUDA,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT21,SIDI BOUBKER EL HAJ,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT20,CHOUAFAA,66,commun,COMKTA,eng,true,superadmin,now()
COMRBT04,EL YOUSSOUFIA,66,commun,COMRBT,eng,true,superadmin,now()
COMKNT19,LALLA MIMOUNA,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT2,MEHDYA,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT18,MOULAY BOUSSELHAM,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT23,SIDI MOHAMED BENMANSOUR,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT17,SIDI MOHAMED LAHMAR,66,commun,COMKTA,eng,true,superadmin,now()
COMKNT22,KENITRA,66,commun,COMKTA,eng,true,superadmin,now()
COMRBT05,SOUISSI,66,commun,COMRBT,eng,true,superadmin,now()
COMRBT07,TOUARGA,66,commun,COMRBT,fra,true,superadmin,now()
COMRBT02,AGDAL RIYAD,66,commun,COMRBT,fra,true,superadmin,now()
COMRBT03,HASSAN,66,commun,COMRBT,fra,true,superadmin,now()
COMRBT04,EL YOUSSOUFIA,66,commun,COMRBT,fra,true,superadmin,now()
COMRBT05,SOUISSI,66,commun,COMRBT,fra,true,superadmin,now()
COMRBT06,YACOUB EL MANSOUR,66,commun,COMRBT,fra,true,superadmin,now()
COMRBT01,RABAT,66,commun,COMRBT,fra,true,superadmin,now()
COMKNT15,SOUK TLET EL GHARB,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT14,SIDI ALLAL TAZI,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT13,BENI MALEK,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT12,KARIAT BEN AOUDA,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT11,OUED EL MAKHAZINE,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT10,ARBAOUA,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT9,MOGRANE,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT8,OULED SLAMA,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT7,AMEUR SEFLIA,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT6,HADDADA,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT5,SIDI TAIBI,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT4,BENMANSOUR,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT23,SIDI MOHAMED BENMANSOUR,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT22,KENITRA,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT21,SIDI BOUBKER EL HAJ,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT19,LALLA MIMOUNA,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT18,MOULAY BOUSSELHAM,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT17,SIDI MOHAMED LAHMAR,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT16,BAHHARA OULED AYAD,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT3,MNASRA,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT2,MEHDYA,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT1,SOUK EL ARBAA,66,commun,COMKTA,fra,true,superadmin,now()
COMKNT20,CHOUAFAA,66,commun,COMKTA,fra,true,superadmin,now()
